book_id,predicted_score,user_id
"[1080812, 1063245, 1963310, 1066462, 1014578, 1084336, 1072842, 2256438, 1343089, 1008145, 1012802, 1125186, 1029159]","[2.6322031021118164, 3.0438284873962402, 2.9102749824523926, 2.4102139472961426, 2.7042653560638428, 2.5281662940979004, 2.701493740081787, 2.800868034362793, 3.2551000118255615, 2.927578926086426, 2.5484108924865723, 2.4293768405914307, 2.657121181488037]",1555234
"[1255598, 1438461, 1794844, 1068308, 1436348, 4124727, 1058234, 1013416, 2052596, 1087758, 1057601, 1459149, 1003284, 1903968, 1029791, 1024217, 1401841, 1029159]","[2.908393383026123, 3.2416868209838867, 3.0930254459381104, 3.0641462802886963, 2.8502631187438965, 2.7709274291992188, 3.2108821868896484, 3.2122535705566406, 2.9018173217773438, 2.640449047088623, 2.984588623046875, 2.9634687900543213, 3.266740322113037, 3.112771987915039, 3.1614699363708496, 3.068908214569092, 3.210130453109741, 2.8839058876037598]",1557667
"[1049688, 2118032, 1029553, 1015584, 1873231, 1008357, 1014561, 2056749, 2052448, 1214898, 1017563, 1220219, 1949338, 1915337, 1052380, 1044547, 1467776, 3626924, 3013903, 3009821]","[2.315415382385254, 2.4113755226135254, 2.1772067546844482, 2.4375088214874268, 2.4402828216552734, 1.962021827697754, 2.2303717136383057, 2.0820608139038086, 2.1643857955932617, 2.311734914779663, 1.8987576961517334, 2.102914333343506, 2.2891995906829834, 2.5380570888519287, 2.318310499191284, 2.498722553253174, 2.178035259246826, 1.957367181777954, 2.1573965549468994, 2.3076627254486084]",1557995
"[3012517, 2071404, 3091349, 3187737, 1065239, 4074636, 3181927]","[3.2260069847106934, 2.9947285652160645, 2.9449028968811035, 3.3321831226348877, 3.183755874633789, 3.1879982948303223, 3.4368515014648438]",1558754
"[1464989, 2035179, 1963684, 3537590, 1029553, 1440972, 1458164, 1207819, 1059419, 3311009, 2297697, 1201821, 2297786, 3616310, 3335362, 1844629, 1082162, 1008357, 1084336, 1257365, 1019568, 3642673, 1261153, 3608170, 1151876, 1023709, 2008284]","[4.0819220542907715, 4.059706211090088, 3.343104600906372, 3.635669708251953, 3.7093803882598877, 4.174458026885986, 4.1588945388793945, 4.027964115142822, 3.975785732269287, 3.74748158454895, 3.7718441486358643, 4.072090148925781, 4.015047550201416, 4.114046096801758, 3.9924778938293457, 3.7663040161132812, 3.874870777130127, 3.8310060501098633, 3.9220821857452393, 4.115420341491699, 4.118114471435547, 4.152007579803467, 4.040616035461426, 3.850344657897949, 3.412299633026123, 4.028066158294678, 3.7090063095092773]",1560589
"[1089517, 1794844, 1063190, 1008988, 1322248, 1072319, 1981647, 1022492, 1051797, 1914572, 1065970, 1062134, 1361264, 1068308, 2115040, 1200840, 1058234]","[3.066377639770508, 3.1264586448669434, 2.9865126609802246, 3.153130054473877, 3.3595733642578125, 2.966024875640869, 2.9200406074523926, 2.9024362564086914, 3.3977699279785156, 2.933229684829712, 2.8647990226745605, 3.1263198852539062, 2.89060640335083, 2.7854161262512207, 2.921553611755371, 3.394735336303711, 3.1232428550720215]",1561060
"[1193821, 1066462, 1017143, 1915536, 3014576, 2180619, 1440089, 1421921, 1394253, 2062200, 1424555, 1058234]","[2.2825534343719482, 2.548241138458252, 2.4331088066101074, 2.3464572429656982, 2.687532901763916, 2.4889345169067383, 2.5346555709838867, 2.1248693466186523, 2.338977336883545, 2.640491247177124, 2.1256842613220215, 2.2417123317718506]",1561175
"[1033825, 1873281, 1047138, 1481362, 1292416, 1442680, 1041111, 1753798, 1028404, 3315879, 1006881, 1440468, 1087758, 1056733, 1424555, 1358416, 1069059, 1916726, 1021056, 1964044, 3223711, 1794620, 1030200, 1396339, 1031741, 1361249, 1449351, 1002898, 1063245, 1119522]","[2.230619430541992, 2.422250986099243, 2.5190212726593018, 2.2812106609344482, 2.5033175945281982, 2.0767977237701416, 2.6958200931549072, 1.9894497394561768, 3.0704987049102783, 2.488186836242676, 2.0901806354522705, 2.4631152153015137, 2.2829246520996094, 2.6694729328155518, 2.2483251094818115, 2.210752248764038, 2.6183886528015137, 2.2937843799591064, 1.912503719329834, 2.5492711067199707, 2.484283208847046, 2.854490280151367, 2.5761666297912598, 2.607346773147583, 2.4019713401794434, 2.3540232181549072, 2.341458797454834, 2.345623016357422, 2.5124948024749756, 2.4575319290161133]",1562832
"[1382836, 1873231, 1041616, 1082522, 1914078, 2033081, 1794202, 1021273, 2082194, 1382838, 1068308, 3609132, 1023045, 1045818, 1038267, 1031740, 3009821, 1016523, 1020961, 2345727, 1223845, 2256039, 1082398, 1028780, 1426971, 1470158, 2081876, 1382846, 1056733]","[3.654379367828369, 3.7066962718963623, 3.3724231719970703, 3.514406681060791, 3.5682191848754883, 3.835245132446289, 3.813469886779785, 3.083226442337036, 4.077683925628662, 3.549637794494629, 3.390002727508545, 3.516235589981079, 3.9226975440979004, 3.595712423324585, 3.4868505001068115, 3.3995962142944336, 3.5275585651397705, 3.5998358726501465, 3.5993614196777344, 3.370065450668335, 3.2574565410614014, 3.9277915954589844, 3.8521461486816406, 3.762787342071533, 3.1148769855499268, 3.6433043479919434, 3.0183587074279785, 3.350666046142578, 3.543044090270996]",1564269
"[4886245, 3344676, 1027191, 1863930, 3010130, 1279212, 1025753, 1018577, 1056461, 1089515, 1020961]","[2.626540184020996, 2.7492852210998535, 3.391960382461548, 2.6987340450286865, 2.317964792251587, 2.207444190979004, 2.5828843116760254, 2.3675239086151123, 2.8415966033935547, 2.530722141265869, 2.6892802715301514]",1564473
"[1898609, 1081422, 1418297, 1400705, 1152701, 1006197, 1201821]","[2.577623128890991, 2.574592113494873, 2.6147732734680176, 2.603135108947754, 2.613101005554199, 2.6654202938079834, 2.3300607204437256]",1564848
"[4238362, 3012517, 1027247, 1914572, 1013001, 1281622, 1322066, 1031575, 1011754, 1023045, 1084336, 1358413, 1009459, 1087758, 1794844, 1082518, 2339950, 3108829, 3616310, 1596305, 1082162, 1401425, 1529893, 1007914, 1056733, 1759860, 1469051, 1029159]","[2.7617242336273193, 2.7565550804138184, 2.924510955810547, 2.5754032135009766, 2.7436304092407227, 3.022362232208252, 2.4103217124938965, 2.721776008605957, 2.860250949859619, 2.6062521934509277, 2.7778451442718506, 2.5743045806884766, 2.869969129562378, 2.4048237800598145, 2.7837469577789307, 2.657355546951294, 2.6205039024353027, 2.571328639984131, 2.684075355529785, 2.898904323577881, 2.4678890705108643, 2.6348397731781006, 2.590384006500244, 3.2927794456481934, 2.7702126502990723, 2.6147756576538086, 2.6123745441436768, 2.759364128112793]",1567067
"[1017143, 1036274, 1205054, 2240482, 1001204, 1003479, 1059406, 1770782, 1062193, 1848256, 1035362, 1071241, 1858410, 3012517, 1008145, 1812895, 1292416, 1203426, 1786670, 1031740, 2567698, 1975797]","[2.810377597808838, 3.462526798248291, 2.8929929733276367, 3.033114433288574, 2.9059369564056396, 2.818697452545166, 2.9280009269714355, 3.337916851043701, 2.9519059658050537, 3.3432581424713135, 3.0008273124694824, 2.9719605445861816, 3.1225175857543945, 3.095950126647949, 3.4984023571014404, 3.415235757827759, 3.3389928340911865, 2.738617181777954, 2.9200050830841064, 2.7268333435058594, 3.722748279571533, 3.1405465602874756]",1567798
"[1212894, 1422833, 1337297, 1255624, 1068308, 1089517, 1089521, 1221515, 1212893]","[2.5303094387054443, 2.9256787300109863, 2.8027210235595703, 2.542926549911499, 2.4651010036468506, 2.8362667560577393, 2.8979501724243164, 2.4983153343200684, 2.892578363418579]",1568828
"[1085860, 1465324, 1456597, 1029791, 1006004, 1015403, 1089511, 1003078, 1867642, 2033081, 1051797, 1010362, 1882933, 1792668, 1203426, 1264579, 2139305, 1013380]","[3.2674522399902344, 2.8290719985961914, 3.06014084815979, 3.0911755561828613, 2.7105395793914795, 3.172050952911377, 3.3894288539886475, 3.007611036300659, 3.205650806427002, 3.4112496376037598, 3.2076144218444824, 3.0190062522888184, 3.253726005554199, 2.8860039710998535, 2.6058576107025146, 2.8810343742370605, 3.0928215980529785, 2.8650412559509277]",1569164
"[2008284, 1761056, 2131415, 1361258, 1261153, 1026411, 2082194, 3369793, 1343089, 1039487, 1026425, 2250587, 2243213, 1018577, 2143304, 2119843]","[3.197265148162842, 2.6671135425567627, 2.842440605163574, 2.5078959465026855, 2.6841506958007812, 2.6501920223236084, 2.5068836212158203, 2.81453800201416, 2.720700740814209, 2.5667665004730225, 2.977707624435425, 2.719048261642456, 2.969705581665039, 2.6040921211242676, 2.7198898792266846, 2.532249927520752]",1569308
"[1013129, 1049190, 2297706, 1074841, 1394253, 1761056, 1006004, 1080812, 1041007, 1914572, 1431836, 1441707, 1959786]","[3.1581616401672363, 3.3073363304138184, 3.1949074268341064, 3.3832149505615234, 3.3038713932037354, 3.296640396118164, 2.8712916374206543, 3.006743907928467, 3.2769370079040527, 3.1479804515838623, 2.653188705444336, 3.0560717582702637, 3.0760440826416016]",1569387
"[1023500, 1049219, 1367458, 1368256, 1002898, 1461903, 1008145, 1019338, 1853785]","[2.6489264965057373, 2.9188623428344727, 2.890556812286377, 2.9368717670440674, 3.1838817596435547, 3.0699241161346436, 3.0640506744384766, 3.2467100620269775, 3.144510269165039]",1570021
"[1227838, 1440992, 1915536, 1794620, 1204889, 1028270, 1457306, 1851385, 3102324, 1170801, 1084336, 2119843, 1419736, 1028404]","[3.4055216312408447, 3.412148952484131, 2.9971256256103516, 3.1352553367614746, 3.0535502433776855, 3.053297758102417, 3.374260902404785, 3.0054774284362793, 3.3877997398376465, 2.7813467979431152, 3.0087597370147705, 3.1269943714141846, 2.813307285308838, 3.593890905380249]",1570555
"[2256438, 1226062, 1090043, 1119522, 3181927, 1049219, 3010133, 1008145, 1049354, 1401840, 1914572, 1258498, 1088065, 1418180, 1949925, 1003148, 1878708, 1029111, 1201821, 1205372, 1963684, 1080812, 1401161, 2170629, 1985223, 1000856, 1074841, 1016300, 1028270, 1034108, 1186350]","[3.0048375129699707, 3.004485607147217, 3.359081745147705, 2.7376112937927246, 2.9196200370788574, 2.840726613998413, 3.0309765338897705, 3.2145559787750244, 3.4403605461120605, 3.0917391777038574, 3.0448880195617676, 3.1686768531799316, 2.740678310394287, 3.059497833251953, 2.909270763397217, 3.3772573471069336, 3.418667793273926, 2.9348227977752686, 3.3092219829559326, 3.231647491455078, 2.8962013721466064, 2.5824596881866455, 3.1021060943603516, 3.3105506896972656, 3.134408712387085, 2.804141044616699, 3.3052210807800293, 3.0488319396972656, 3.138791561126709, 2.9623818397521973, 2.703695058822632]",1571077
"[1025336, 2297697, 1467776, 1205373, 1060117, 1032645]","[2.226558208465576, 2.6084721088409424, 2.4534926414489746, 2.4323248863220215, 2.6817049980163574, 2.8374056816101074]",1571992
"[4885241, 1863930, 1858513, 3259440, 1140727, 3335362, 5275059, 2567698, 4742918]","[3.2263407707214355, 3.383713960647583, 2.890106678009033, 3.5393500328063965, 3.100088357925415, 3.2471044063568115, 3.238373041152954, 3.6667604446411133, 3.3617231845855713]",1573782
"[1358873, 2298149, 1065970, 2143304, 1529893, 1029159, 2340955, 2250587, 1072438, 1336968, 1916726, 1759860]","[2.0472593307495117, 2.2510924339294434, 1.7600712776184082, 2.083296537399292, 2.1061105728149414, 1.8878605365753174, 1.7936062812805176, 2.2498838901519775, 2.547081708908081, 1.974813461303711, 2.0495166778564453, 1.8608930110931396]",1573790
"[1878708, 1012637, 1008145, 1417905, 1016003, 1418686, 1029791, 1529893, 1029111, 1119522, 4742918, 1033778, 1000323, 1061118, 2256438, 3124525, 1082518, 2062200, 1027247]","[3.063483238220215, 2.5398733615875244, 2.8540878295898438, 2.4806771278381348, 2.8817367553710938, 2.638805389404297, 2.8070247173309326, 2.655404567718506, 2.957573413848877, 2.989304542541504, 3.2402758598327637, 2.559736967086792, 2.9008216857910156, 2.8905820846557617, 2.515120029449463, 3.171938180923462, 2.9003334045410156, 2.8435866832733154, 2.6588239669799805]",1573871
"[1474688, 1003000, 1458186, 1046385, 1007334, 1070441, 1140727, 1034282, 1043008, 1080812, 1138986, 1777932, 1017841, 1369777, 1063245, 1082407, 1424555, 2056749, 1020459, 1458192, 1074841, 1019568, 1025723, 1082150, 1021847, 1047138, 1418297, 1392604, 3268399, 1000445, 1016300, 1914083, 1440589, 1914078, 1964044, 1192090, 3088496, 1361249, 2253753, 3066477, 1227838, 1040397, 2360269, 1919201, 2057285]","[3.652292251586914, 3.9536454677581787, 3.557994842529297, 3.5353565216064453, 3.299030303955078, 3.652657985687256, 3.6841421127319336, 3.443970203399658, 3.7549993991851807, 3.3001351356506348, 3.6834206581115723, 3.604412794113159, 3.7814993858337402, 3.70735764503479, 3.7055163383483887, 3.3836774826049805, 3.4903793334960938, 3.6712112426757812, 3.841869831085205, 3.4456074237823486, 3.8860673904418945, 3.4185233116149902, 3.712981700897217, 3.6841678619384766, 3.745368003845215, 3.5930259227752686, 3.494274377822876, 3.6217479705810547, 3.6096463203430176, 3.2694292068481445, 3.371967315673828, 3.526517391204834, 3.572354316711426, 3.7058041095733643, 3.283931016921997, 3.8138084411621094, 3.5012893676757812, 3.5136795043945312, 3.231142997741699, 3.4622673988342285, 3.772604465484619, 3.3162474632263184, 3.897660732269287, 3.5129966735839844, 3.2069284915924072]",1574248
"[1013225, 1361258, 2061644, 1063190, 1058234, 1008145, 1770782]","[2.534252882003784, 2.672928810119629, 2.3229424953460693, 1.9580719470977783, 2.1755411624908447, 2.5857315063476562, 2.202864170074463]",1574393
"[1028780, 1034108, 2026939, 1045247, 1043485, 3369600, 1026425, 1140727, 1424741, 1003148, 3010130, 1012561, 1087145, 3369793, 1192090, 1036067, 1013208, 1031575, 1050339, 1394364, 1431836]","[3.0990567207336426, 2.7339634895324707, 2.6516780853271484, 2.9761924743652344, 2.7087621688842773, 3.497683525085449, 2.9075255393981934, 3.122687339782715, 2.9184346199035645, 2.8855996131896973, 2.9164319038391113, 2.983224868774414, 3.165646553039551, 3.2489912509918213, 3.0449013710021973, 2.671522617340088, 2.8653345108032227, 2.8422982692718506, 2.9804770946502686, 2.945934772491455, 2.8619067668914795]",1576031
"[1440589, 1959786, 1917078, 1046265, 2130986, 2309689, 1140727, 1858513, 2258803, 1080687, 1452923, 1075538, 1439894, 1186350, 1853785, 2009825]","[3.3980581760406494, 3.2552192211151123, 3.337151527404785, 2.8574256896972656, 3.130617618560791, 2.899822473526001, 2.8926868438720703, 2.8001644611358643, 2.615447998046875, 2.885274648666382, 2.546663284301758, 2.8250370025634766, 3.1434972286224365, 3.1718597412109375, 3.5137722492218018, 2.6296257972717285]",1577009
"[2180619, 1770782, 1807516, 1873231]","[2.891180992126465, 2.8802342414855957, 2.934983491897583, 3.119893789291382]",1581121
"[3646172, 3102324, 1212894, 2056749, 1056733, 4009552, 1014533, 2243692, 3426869]","[3.002775192260742, 3.0573840141296387, 2.8690428733825684, 2.8080265522003174, 2.7136569023132324, 3.3047609329223633, 2.792644500732422, 3.068753242492676, 2.903256416320801]",1581135
"[4074636, 1063190, 1927782, 5289756, 3344676, 1013248, 4009552, 1330009, 3865832, 1962923, 3905366, 2131415, 1431779, 1917972, 1019338]","[2.772317886352539, 2.446779727935791, 2.522675037384033, 2.4382877349853516, 2.945044994354248, 2.6707334518432617, 3.1730008125305176, 2.51218581199646, 2.449056386947632, 2.5732898712158203, 3.3341622352600098, 3.237475872039795, 3.3520259857177734, 2.7257297039031982, 3.058590888977051]",1582010
"[1021425, 1369776, 1021056, 1226062, 1085860, 1008145, 1318427, 1082584, 1016523, 1015452, 2133074, 1053759, 1394253, 1017143, 1392604, 1000856, 1848256]","[3.6966447830200195, 3.5702462196350098, 3.40730619430542, 3.461923122406006, 3.7088236808776855, 3.7119832038879395, 3.823418140411377, 3.7264938354492188, 3.4184298515319824, 3.987945556640625, 3.4632394313812256, 3.809674024581909, 3.4999513626098633, 3.5090630054473877, 3.6953272819519043, 3.772939443588257, 4.132033824920654]",1583351
"[1083428, 1205370, 1008074, 1034108, 1008988, 2250587, 1003000, 1000594, 3608170, 2171321, 1082518, 1057244, 2295163, 1063624, 1009257]","[2.883854866027832, 2.85831356048584, 2.7938032150268555, 2.521298885345459, 3.520115375518799, 3.1976213455200195, 3.1924641132354736, 3.078052282333374, 2.921138286590576, 3.367903709411621, 2.5936591625213623, 3.1386656761169434, 3.4601621627807617, 3.209127426147461, 3.295736789703369]",1583361
"[1035362, 1019428, 1291809, 1039752, 1848256, 1046265]","[3.1169214248657227, 2.732473611831665, 3.418468475341797, 3.3831982612609863, 3.264904022216797, 3.253037452697754]",1585055
"[1319345, 1046265, 1063624, 1200840, 1226062, 1061367, 1082577, 1031575, 1389960, 1441707, 1055976, 2160226, 1052380, 1002299, 1046209, 1082578, 1082518, 1275608, 1159939, 1003148, 1021847, 1361249, 1026411]","[3.5032925605773926, 3.455594062805176, 3.600391387939453, 3.7719969749450684, 3.3585927486419678, 3.3037755489349365, 3.459575891494751, 3.6408822536468506, 3.784574270248413, 3.2985572814941406, 3.566089630126953, 3.4746217727661133, 3.422420024871826, 3.7302191257476807, 3.1511433124542236, 3.6229054927825928, 3.2517709732055664, 2.836704730987549, 3.1831583976745605, 3.6741905212402344, 3.1340060234069824, 3.384958267211914, 3.0720596313476562]",1585296
"[1873231, 2298149, 1921479, 1440992, 1474773, 1916726, 2295163, 1424555, 2057285, 1364773, 1475048, 1959786, 1962929, 2070012, 3006581, 1853785, 1228110]","[3.0022051334381104, 3.177821636199951, 3.071596622467041, 2.942765712738037, 2.8460824489593506, 3.1081767082214355, 3.1585350036621094, 2.921510696411133, 2.598020076751709, 2.8920891284942627, 3.061640501022339, 3.1848373413085938, 3.354724884033203, 3.156362533569336, 3.0255680084228516, 3.7358765602111816, 3.0700137615203857]",1585975
"[1046265, 2133556, 1017143, 1432422, 1227838, 1007914, 1058234, 1009160, 1898609, 3887826, 2136484, 1818347, 2159470, 2056749, 1044663, 2067299, 1440089, 1915337, 1822793, 1855343, 1915536, 2243213, 2131415]","[3.566404342651367, 3.3064146041870117, 3.616839647293091, 3.1344707012176514, 3.2661170959472656, 3.811540126800537, 3.368361234664917, 3.4133503437042236, 3.5630924701690674, 3.455955982208252, 3.108973979949951, 3.7348275184631348, 3.3548319339752197, 3.4936232566833496, 3.416189193725586, 3.532824993133545, 3.347351312637329, 3.426886558532715, 3.378565788269043, 3.3560659885406494, 3.5525176525115967, 4.0095062255859375, 3.6535890102386475]",1587124
"[1056733, 1432596, 1529893, 1006881, 1019431, 1082154, 1059406, 1367458, 1066462, 1013129, 1016300]","[3.036348342895508, 2.86321759223938, 3.2063817977905273, 2.7579574584960938, 3.0704665184020996, 3.0365560054779053, 3.018867015838623, 2.933703660964966, 2.973647356033325, 2.8357748985290527, 2.8570501804351807]",1587349
"[1059406, 1926700, 1063245, 1043201, 1948502, 1916726, 1914572, 1949925, 1036684, 1023500, 1049219, 1003000]","[3.055227279663086, 2.9976470470428467, 2.6544299125671387, 2.876323699951172, 2.842285633087158, 2.9350781440734863, 2.7665443420410156, 2.947542190551758, 3.1068718433380127, 2.835529088973999, 2.932891845703125, 3.164590358734131]",1589518
"[1082154, 1082162, 1082399, 3646172, 3162527, 1080687, 1964044, 1006881, 1053759, 3140801]","[2.505394220352173, 2.846550464630127, 2.5931413173675537, 2.9404027462005615, 2.745542287826538, 2.6798415184020996, 2.4244556427001953, 2.2386410236358643, 2.989841938018799, 2.969625473022461]",1593243
"[1014278, 1051797, 1470158, 2056749, 2022979, 2294740, 2194123, 1003284, 1330009, 2036343, 1044547, 2243692, 1052380, 1033825, 1016523, 1029791, 1361258, 2250587, 1055976, 1005660, 1075538, 1020128, 1089243, 1794620, 1084336, 1022238, 1762869, 1061563, 1068308, 1270508, 1212893, 1024217, 1070685, 2081876, 1032581, 1058661, 1059419, 1014533, 1949068, 1867642, 1065970, 1016806, 1085883, 1041616, 1045818, 1424741]","[2.4095237255096436, 3.008314609527588, 2.1696672439575195, 2.2880635261535645, 2.3653368949890137, 2.160632371902466, 2.5537357330322266, 2.307178020477295, 2.479872941970825, 2.690707206726074, 2.532752275466919, 2.900973081588745, 2.8179187774658203, 2.257087230682373, 2.212615966796875, 2.552588939666748, 2.7539634704589844, 2.31508731842041, 2.7475926876068115, 2.638747453689575, 2.713200569152832, 2.5758824348449707, 2.4377942085266113, 2.7241806983947754, 2.7718214988708496, 2.4160499572753906, 2.307593822479248, 2.7768685817718506, 2.4382591247558594, 2.529740333557129, 2.3242125511169434, 2.3880248069763184, 2.3992252349853516, 2.0511868000030518, 2.4735090732574463, 2.2833385467529297, 2.3225502967834473, 2.387948513031006, 2.5410068035125732, 2.4984452724456787, 2.408280849456787, 2.3849358558654785, 2.419140338897705, 2.495013475418091, 2.695605516433716, 2.3087220191955566]",1594077
"[1361264, 1036274, 1030052, 2133556, 1040771, 1003000, 1082399, 1024217, 1227838, 1449351, 1529893, 1016523, 1209899, 1046265, 1049219]","[2.7658982276916504, 2.894782543182373, 2.994210720062256, 2.395901679992676, 2.628661632537842, 2.739816188812256, 2.7614922523498535, 2.4192004203796387, 3.046217441558838, 2.9241700172424316, 2.8145198822021484, 2.606292247772217, 2.971338987350464, 2.6551685333251953, 2.711754560470581]",1594861
"[1596305, 2250587, 1465324, 1855343, 2382705, 3290010, 3191328, 1070685, 1770782, 3009033, 2035179, 3369793, 3394338, 1036274, 2131415, 1485225, 1051193, 2062200, 1420862, 1818347, 3615061, 4009552, 1075538, 2193877, 1926700, 1529893]","[3.483630657196045, 3.30115008354187, 3.1013307571411133, 3.3902814388275146, 3.2489161491394043, 3.1811952590942383, 2.9970548152923584, 3.1146154403686523, 3.4324049949645996, 3.5045535564422607, 3.4747536182403564, 3.6261911392211914, 3.3578805923461914, 3.332991123199463, 3.559725761413574, 3.4401421546936035, 2.8777613639831543, 3.462125778198242, 3.6580278873443604, 3.583477020263672, 3.5106377601623535, 3.694702625274658, 3.1299166679382324, 3.3533806800842285, 3.009394645690918, 3.1642467975616455]",1595217
"[2042966, 2036343, 1761056, 5275059]","[2.975407838821411, 2.652303695678711, 2.8497931957244873, 2.9488768577575684]",1595219
"[1082173, 1057244, 1389960, 1056733, 1765512, 1013001, 1382846, 1087758, 1059406, 1004956, 1069628, 1082399, 1041007, 1002898]","[2.700014591217041, 3.081228256225586, 2.9500138759613037, 2.914924144744873, 2.6638684272766113, 2.7559549808502197, 2.571606397628784, 2.2678606510162354, 2.536618232727051, 2.2900593280792236, 2.9703335762023926, 2.491523265838623, 2.9088168144226074, 2.832947254180908]",1598297
"[1017143, 3259440, 3672237, 1794844, 1059419, 1878708]","[2.348456859588623, 2.9456467628479004, 2.6841931343078613, 2.2489917278289795, 2.3581085205078125, 2.668349266052246]",1599181
"[1758767, 1032581, 1917972, 1856285, 1082518, 1794620, 1330009, 1862115, 1059336, 1400705]","[2.6771883964538574, 2.7684762477874756, 2.7213213443756104, 2.3222460746765137, 2.57688570022583, 2.822923421859741, 2.6737093925476074, 2.769177198410034, 2.5402584075927734, 2.7451024055480957]",1600734
"[2282081, 1024701]","[3.2739315032958984, 3.4505748748779297]",1602127
"[1367964, 2056749, 1021425, 1776683, 1794620, 4749115, 1336968]","[3.1130995750427246, 2.96211576461792, 2.898231267929077, 3.054216146469116, 3.106635093688965, 2.981228828430176, 3.2520060539245605]",1602669
"[1028693, 2042063, 2295324, 1729284, 1329941, 1070851]","[3.9566798210144043, 3.2179856300354004, 3.7696533203125, 3.4227418899536133, 3.3859989643096924, 3.812572956085205]",1604114
"[1949068, 1382838, 1432596, 1009257, 1731370, 1088022, 1015403, 1927902, 1255288, 1038267, 1400705, 1030153, 1051163, 1039487, 1424373, 1053759, 1382840, 1013129, 1029553, 1786387]","[3.42030668258667, 3.0803768634796143, 3.474252700805664, 3.7246546745300293, 3.610917329788208, 3.590945243835449, 3.934739351272583, 3.214332342147827, 3.1816954612731934, 3.328434705734253, 3.6142749786376953, 3.1716887950897217, 3.0889649391174316, 3.2291412353515625, 3.3080525398254395, 3.4467391967773438, 3.406209945678711, 3.3908305168151855, 3.8018412590026855, 3.189955234527588]",1604609
"[1036490, 1358873, 3239824, 1082349, 4124727, 1291809, 1011754, 1330096, 2214344, 3616310, 1424741, 1086249, 1794620, 1096790, 1080309, 1382840, 1361264, 1061118, 1063624, 3006581, 2256438]","[2.1912097930908203, 1.9100136756896973, 2.1499123573303223, 1.6001553535461426, 1.2824037075042725, 2.2500545978546143, 2.3071653842926025, 2.1450328826904297, 2.3889338970184326, 1.9960918426513672, 2.0013959407806396, 1.9439210891723633, 2.1311726570129395, 2.1090545654296875, 1.9931836128234863, 1.9444708824157715, 2.033449172973633, 2.388017177581787, 1.610368251800537, 1.9140076637268066, 1.6351943016052246]",1607097
"[1041482, 1389960, 1481362, 1441241, 1948901, 1040771, 1812618, 2297706, 1453210, 3140801, 1066462, 1793132, 1008357, 1013129, 1474688, 4011670, 1012242, 1039487, 3801097, 1205372]","[2.900653123855591, 3.4653868675231934, 3.1207902431488037, 3.1719512939453125, 3.190526008605957, 2.9458858966827393, 2.9850246906280518, 2.7570786476135254, 2.996328830718994, 3.5347042083740234, 3.0683584213256836, 2.911200761795044, 2.941833972930908, 2.7693850994110107, 3.335132598876953, 2.9564952850341797, 3.304593563079834, 2.9568819999694824, 2.769000291824341, 3.132896661758423]",1609042
"[3646172, 2331434, 2242467, 3713327, 3211779, 3995526, 4074636, 3879301, 3053207]","[3.3786044120788574, 3.174736976623535, 3.097069263458252, 3.549926519393921, 3.366985321044922, 4.069218635559082, 3.27372145652771, 3.50522780418396, 3.1957662105560303]",1609951
"[1090043, 1006881, 1460313, 1029159, 1013129, 1065970, 1035326, 1056461, 1013225, 1023045, 1016523, 1039487, 1017143, 1420862, 1046265, 1023500, 1058234, 2257188, 1367964, 3191044, 1465324]","[2.902080535888672, 2.126936674118042, 2.5001161098480225, 2.5766401290893555, 2.668412923812866, 2.3858771324157715, 2.820058822631836, 2.966773509979248, 3.007179021835327, 2.867189407348633, 2.612311363220215, 2.7722485065460205, 2.9178404808044434, 2.878505229949951, 2.749546527862549, 2.632345199584961, 2.6289029121398926, 2.714099645614624, 2.823711395263672, 2.8550920486450195, 2.586923122406006]",1610767
"[1089518, 1310164, 1030470, 3071717, 1255624, 1143694, 1015403, 1089515, 1419882, 1082518, 1319345, 1005660]","[3.2516183853149414, 3.2886292934417725, 3.60015869140625, 3.3473336696624756, 3.409878969192505, 3.460832357406616, 3.9110875129699707, 3.7738940715789795, 3.2073488235473633, 3.308424472808838, 3.5588536262512207, 3.8137338161468506]",1611052
"[1063190, 1013225, 3667783, 1529893, 1005918, 1061118, 1012032, 1055486, 1023500, 1035477, 1030052, 1119528, 2159470, 1029159, 2036345, 1084336, 1915337, 1008145]","[3.8567006587982178, 4.161900520324707, 4.16845703125, 3.9073433876037598, 3.687795639038086, 4.002831935882568, 3.834700107574463, 3.4593029022216797, 3.335383892059326, 3.9573676586151123, 3.8671116828918457, 3.575740337371826, 4.184899806976318, 3.840249538421631, 3.690701961517334, 3.9216456413269043, 3.8913745880126953, 4.11361026763916]",1611837
"[1089517, 1361264, 1010362, 1068308, 1031741, 2298149, 1059419, 1213546, 1212894, 1080309, 1016063, 1141406, 1046265, 1436713, 1089515, 1948901, 1008074, 1255625, 1007433, 1009931, 1059406, 1051797, 1026425, 1018577, 1020459]","[3.3148295879364014, 2.9843225479125977, 2.99513578414917, 3.041245460510254, 3.0993447303771973, 3.1092803478240967, 3.2383158206939697, 2.7996175289154053, 2.874927043914795, 3.003981113433838, 2.9287333488464355, 2.8976306915283203, 2.8292396068573, 2.9793848991394043, 2.9831383228302, 2.990774154663086, 2.629378080368042, 3.2558956146240234, 2.7760987281799316, 3.3594987392425537, 3.1241891384124756, 3.0148820877075195, 2.9109721183776855, 3.2772741317749023, 3.2122292518615723]",1611855
