user_id,rec_list
1643840,"['1082387', '3392046', '1581547', '1051363', '1084336', '1029553', '1085860', '1388169', '1061977', '1028842']"
1644211,"['2243213', '1028693', '1078554', '4113090', '1159939', '2336093', '2250587', '2971734', '4238362', '1011754']"
1652062,"['1192090', '3066477', '1083428', '1063245', '1914083', '1050743', '1069059', '1031741', '1061118', '3140801']"
1654151,"['1033997', '1023045', '1062134', '1035326', '1007772', '1200840', '1029553', '1068920', '1096790', '1052380']"
1654246,"['4238362', '2567698', '4010196', '3066477', '3369793', '2035179', '5363767', '1321789', '1140727', '3223711']"
1655499,"['3259440', '3905366', '2256039', '2243213', '4238362', '3608208', '2193877', '1041616', '1017143', '1941558']"
1657406,"['1089512', '1075495', '1089515', '1853323', '1186350', '1949338', '1039752', '1083474', '1012637', '1046265']"
1658018,"['3860856', '2567698', '3995526', '1084082', '3369600', '1873231', '4885241', '1032645', '1941301', '5385852']"
1658148,"['1029553', '1075743', '1439216', '1400705', '3066477', '1449352', '1440468', '1388169', '1085860', '1392604']"
1659621,"['1021847', '1227838', '1361258', '1026425', '2062200', '1082518', '2067299', '1063190', '1041550', '1312333']"
1659939,"['3392046', '1292416', '2171321', '1033190', '2180619', '1358873', '2340955', '1049354', '1180102', '1336968']"
1661204,"['1292416', '1794620', '1084336', '1291809', '3012517', '3181927', '4010969', '1851385', '1071241', '2035162']"
1662812,"['2082194', '4113090', '1008988', '1141406', '1455933', '4010969', '1400707', '1024217', '1449351', '1058234']"
1665012,"['1432596', '1089521', '2326403', '1041482', '2194123', '1044547', '1228110', '1337297', '3609132', '1422833']"
1666733,"['3211779', '2139305', '1060117', '3010130', '2035179', '1018136', '1008145', '1777823', '1917972', '1400705']"
1667851,"['2082194', '1003148', '1292416', '1367964', '1465324', '1023045', '1080370', '2243692', '1340986', '1291355']"
1669034,"['1007305', '1041007', '1431779', '1089512', '1089521', '2297697', '1084973', '1084336', '1882933', '1844629']"
1669287,"['3187737', '1474773', '1786670', '1020241', '1025721', '1871471', '1474688', '1449352', '1036684', '1009393']"
1672033,"['1457306', '1040211', '1068920', '1780565', '1033825', '1440089', '1914572', '1011754', '1075538', '1066462']"
1673197,"['1085799', '1045247', '2253642', '1049688', '1017143', '1949338', '3010133', '1066462', '1322248', '1547265']"
1674078,"['1007305', '1457306', '2143304', '1002299', '1075538', '1060117', '2139305', '1449352', '2214344', '1312333']"
1674774,"['2971734', '1020961', '1014578', '1021847', '1051363', '2380307', '1084336', '1775691', '1001193', '1025723']"
1674854,"['1440589', '1382846', '1083428', '1068308', '1013001', '2567698', '1731370', '1009459', '1119522', '1040397']"
1675208,"['1389960', '1458164', '3667783', '2130986', '1959786', '1059406', '2170629', '3610550', '1204889', '1016300']"
1675755,"['3162513', '1212080', '1440089', '1440468', '2339950', '3266344', '1007928', '1039487', '3103080', '1004088']"
1676763,"['1005521', '1002898', '1029553', '1141406', '1016003', '1058679', '1051440', '1786670', '1867642', '1014533']"
1677327,"['3259440', '3274182', '2131415', '1039487', '2567919', '1056733', '3598313', '1914572', '1030052', '1331571']"
1678571,"['1051797', '1367964', '1892491', '1367458', '1358873', '1358416', '1046265', '1758767', '1029159', '1010362']"
1679516,"['1072438', '1003000', '3239824', '1426971', '4238754', '1485224', '2034893', '3776157', '1028780', '1086249']"
1680277,"['1024701', '1056733', '1794620', '1016003', '1013001', '1005521', '1008357', '1453210', '1039487', '1419882']"
1681329,"['1027191', '1051363', '1008145', '1401425', '1205373', '1228110', '1016300', '1367458', '1064682', '1398395']"
1682966,"['1072438', '3995526', '1049522', '2035179', '1926103', '1312333', '1049688', '1075495', '1076045', '1422833']"
1683333,"['3259440', '1892491', '4742918', '1361258', '2297786', '1547265', '1080687', '1079440', '1013225', '3080607']"
1683450,"['1085860', '1337303', '1015584', '1389960', '1143694', '3786755', '1085470', '1079440', '1398395', '1789837']"
1684740,"['2131415', '2034893', '1029159', '1389960', '1058234', '2003526', '1794620', '1029111', '1400705', '1006113']"
1686645,"['1343089', '1009160', '1084336', '1046265', '1028916', '1026425', '1003078', '1220219', '1040771', '1019568']"
1688058,"['1025723', '1083428', '1043579', '1056733', '1085470', '1019431', '2250587', '1401840', '1927782', '1919072']"
1689622,"['1015403', '2143732', '1082398', '1090043', '1004821', '1023048', '1028780', '1036490', '1082399', '2331434']"
1690617,"['1009257', '1071241', '1461903', '3000997', '2253642', '2567919', '3608208', '1807516', '1025723', '1009160']"
1691680,"['1396339', '1041007', '3033668', '1075495', '1322248', '1005918', '1075492', '1263399', '1084973', '3713327']"
1691787,"['1424373', '1019568', '2061644', '1090043', '1023045', '1070851', '1770782', '1028409', '1212453', '1458164']"
1696751,"['1125186', '2243692', '1061118', '1031741', '1017143', '2082194', '2297786', '1361264', '1080370', '1203244']"
1697125,"['4113090', '1878708', '1456524', '1458164', '1471391', '1794620', '1949068', '2042063', '1426971', '3801097']"
1697918,"['1028404', '1057244', '1143694', '1049477', '1030052', '1068920', '1025753', '1030470', '1024217', '1039840']"
1698837,"['1007305', '2584971', '3014576', '1006004', '1069685', '1420862', '2067299', '1057244', '1072319', '1050339']"
1699563,"['2082194', '1059406', '1400705', '1440992', '1400717', '1474842', '1926700', '1058234', '1868896', '1938591']"
1703284,"['1082387', '1015584', '1014825', '1022060', '1002299', '1039752', '1012611', '1002898', '1046265', '1422833']"
1704552,"['1033997', '1071241', '1041007', '1981355', '1019338', '1030052', '3211779', '1011882', '1035146', '3344676']"
1704766,"['1078554', '1085470', '1449351', '1449352', '1007772', '1028693', '1084973', '1005918', '1006197', '1069848']"
1704875,"['1902628', '1009257', '1926103', '1019568', '1914078', '1848256', '1061118', '2280027', '1081422', '3394338']"
1705870,"['3369600', '3140801', '1071241', '1291809', '1041007', '1002299', '1848256', '1000323', '1818347', '1062193']"
1706338,"['1474842', '1083428', '1069685', '4074636', '2242467', '1000534', '1433700', '3071717', '3426869', '3865832']"
1706376,"['2243692', '1818347', '1292416', '1254588', '2250587', '1346815', '1039752', '1963310', '2139305', '1926700']"
1706717,"['3259440', '1812895', '1030052', '1882933', '1087145', '1780565', '1022060', '2143732', '1008732', '1026036']"
1708373,"['1089517', '1440589', '1581547', '1055976', '1088022', '1919072', '1903968', '1082387', '1014533', '1043201']"
1708917,"['1481371', '3646172', '1080370', '2063819', '1798557', '1964044', '2295163', '1440468', '1874961', '1221515']"
1709574,"['1041482', '1432596', '1025753', '2326403', '1003000', '1962929', '1228110', '1200840', '1039487', '1082334']"
1709726,"['1061118', '1781120', '1017143', '1878708', '3211779', '3335362', '3239824', '2250587', '1037954', '4074636']"
1711760,"['1080370', '2160226', '4714734', '1780565', '2035179', '1028693', '3608208', '3394338', '1775691', '2070844']"
1712562,"['1291809', '1292416', '1041616', '1075538', '1048007', '2214350', '1086249', '1205372', '1072842', '1080544']"
1712856,"['1083428', '1873231', '1049219', '1312333', '2062200', '1049189', '1382838', '2133074', '1082173', '1014278']"
1715179,"['1051797', '2082194', '1775691', '1046172', '1023045', '1030153', '1082150', '1467333', '1361258', '1083428']"
1715287,"['2250587', '1863930', '2139305', '1058661', '1025176', '1369776', '1082154', '1092335', '2042966', '1119522']"
1715878,"['3995526', '1036274', '3239824', '1012637', '2160226', '1021847', '1863930', '1008145', '4886245', '1044316']"
1716373,"['1212080', '1401841', '1228110', '1467333', '1258490', '1401840', '3259440', '1040771', '1427788', '1180102']"
1717315,"['2567698', '1089521', '1077847', '1401841', '1898609', '1485225', '1020241', '1102403', '1770782', '2070012']"
1717399,"['1083428', '1008357', '1036274', '1803022', '1068920', '1061118', '1012561', '1458186', '1056733', '1765512']"
1721772,"['1013001', '1257365', '1777932', '1431836', '1781300', '1873281', '1045247', '1439216', '1058234', '1012747']"
1722405,"['1080370', '3259440', '1439894', '3392046', '3187737', '1915536', '1440468', '2150240', '1807516', '1204889']"
1723293,"['3259440', '1853785', '1418297', '2034893', '2036345', '1292416', '3678694', '2067299', '1464716', '3860856']"
1724666,"['2061644', '1794620', '1053759', '1770782', '1014278', '1060774', '1471391', '1424741', '1065970', '1863930']"
1725703,"['1049522', '1449348', '1281622', '1058234', '1968643', '1442680', '1400717', '1330009', '1926700', '1963912']"
1726158,"['1051797', '1044547', '1382829', '2298149', '1547265', '1919201', '1949338', '1455933', '1003078', '1873231']"
1727444,"['1089521', '1066165', '1848256', '1045818', '1009257', '1071241', '1056315', '1047447', '1089512', '1089517']"
1727481,"['2250587', '1050339', '1985223', '2130986', '1394253', '1999037', '1046265', '1439216', '1440589', '1964044']"
1728250,"['1322248', '1021193', '1046172', '1382829', '1028693', '1427288', '1322320', '1382836', '1026686', '1005279']"
1732691,"['3344676', '1859140', '1012611', '1080544', '1057197', '1026036', '2359003', '1076045', '1465324', '4124727']"
1733899,"['2171321', '2063819', '1346815', '1084973', '1257365', '3316422', '1084336', '1028916', '1062326', '1767388']"
1734342,"['1907739', '2070012', '1069885', '1000482', '1082398', '1030469', '3621252', '1013001', '1069059', '3017857']"
1734909,"['1481371', '1316648', '1044547', '2131415', '4886245', '1001193', '3879301', '1075495', '1092149', '1439216']"
1735312,"['1041482', '1059336', '2240482', '1012637', '1070441', '1019338', '1022238', '1482200', '1030469', '1013248']"
1737067,"['1008145', '1321018', '1003000', '1151873', '5363767', '1873231', '1017143', '1075492', '3626924', '1063624']"
1738814,"['3187737', '4113090', '1321017', '1054685', '3326892', '1082154', '1291809', '1283273', '1873281', '1059419']"
1740047,"['1025753', '1083428', '1059419', '1064275', '1200840', '1085799', '1391191', '1057601', '1009459', '4242172']"
1741534,"['1036274', '1056868', '1458186', '3017857', '1080309', '1786670', '2070844', '1012637', '1398395', '1031740']"
1742637,"['1082398', '1015452', '3010133', '1028409', '1049189', '1043201', '4885241', '3103080', '1440089', '4074636']"
1742842,"['3014576', '1051797', '1059336', '1455933', '1058234', '1026317', '1985223', '1084336', '1322158', '1054889']"
1746408,"['2159470', '1066462', '1396339', '1084336', '1794620', '1382829', '1959786', '1344548', '1424694', '1458192']"
1747093,"['1068920', '1025176', '1056733', '2309689', '1023045', '1089243', '1006004', '1090043', '1029159', '1059419']"
1747252,"['1212080', '1012561', '1089521', '1007305', '1050175', '1209899', '4886245', '1004322', '1026425', '1255625']"
1748496,"['1015403', '1018577', '1082398', '1012561', '1075495', '1322328', '2230208', '1949068', '1025336', '1082162']"
1753311,"['1025753', '2053249', '1015584', '1045818', '1025243', '1401425', '1054889', '1082398', '1018577', '1012203']"
1754129,"['2061644', '2326403', '1082398', '1008145', '1255625', '1025753', '1361264', '1089243', '2170629', '1860750']"
1754514,"['1212080', '1040211', '1006197', '1069059', '1050175', '3392046', '1056315', '1046492', '3369793', '3333989']"
1755823,"['1036684', '2214344', '1781300', '1008357', '2298149', '1085470', '2339950', '1441241', '1959786', '1213546']"
1756794,"['1002299', '1028409', '1581547', '2295163', '1367964', '1440589', '2271582', '2171321', '1083428', '1789837']"
1757163,"['1863930', '1258490', '1017143', '2056749', '1084336', '1400717', '1082518', '1065970', '1926700', '1030054']"
1759659,"['3392046', '1015403', '1072438', '1041482', '1207819', '1440345', '1261153', '1400705', '1015699', '2082194']"
1760754,"['1312333', '1017143', '4011670', '1049354', '1002299', '1382829', '1070441', '1082398', '2003526', '1292416']"
1762066,"['1007914', '2201813', '1020459', '2297706', '1292416', '2243692', '1031741', '1962929', '3211779', '1006004']"
1763584,"['1914078', '1020459', '1343089', '4009552', '4886245', '1023045', '1008145', '1340986', '3010130', '1089511']"
1765544,"['1022238', '1433659', '1082154', '1008145', '1361264', '1141406', '1029111', '1043008', '1031741', '2133556']"
1766309,"['1322158', '1047447', '1898609', '1439216', '1039752', '1035362', '1281622', '1046265', '1394253', '1529893']"
1769919,"['1051797', '1007914', '1227838', '1030052', '1082154', '1084336', '1057244', '1056733', '1382838', '1063190']"
1770710,"['1431779', '1862115', '1029553', '1205054', '1467776', '1400705', '1086249', '1119522', '1044547', '1020961']"
1770742,"['1316648', '1080370', '2035179', '1322158', '5366275', '1981355', '1074841', '1084336', '1033190', '1312333']"
1772315,"['1044547', '1316622', '1070851', '1427788', '2008284', '2295163', '3187737', '3181927', '1794844', '1346815']"
1773319,"['1049354', '2082194', '1020459', '1056733', '1014578', '1071241', '1090043', '1061977', '1322248', '1031741']"
1774737,"['1089515', '1263399', '1422833', '1419841', '1089509', '3274113', '3162527', '1059336', '3626924', '1050175']"
1778614,"['1346815', '1082150', '1083428', '1008145', '1045818', '1863930', '1089243', '2250587', '1058661', '1868896']"
1781395,"['3392046', '1731370', '1485495', '1201821', '1401425', '1257365', '1000323', '3713327', '1827374', '1068920']"
1789231,"['3274182', '2363651', '1027247', '2250587', '1902628', '3103080', '1770782', '1049688', '1066462', '1059406']"
1791144,"['1440089', '1017143', '2209098', '1035362', '1059406', '1007772', '1596305', '1812439', '1915536', '1046209']"
1792696,"['1209899', '1863930', '1074841', '1008145', '1084336', '1059419', '1046385', '1547265', '1026425', '1529893']"
1793566,"['2271582', '1902628', '1396339', '1033190', '1963310', '1036274', '1180108', '1337297', '1959786', '1948502']"
1793602,"['2139305', '1001896', '1440589', '1010464', '2297786', '1037602', '2193877', '1892491', '1008145', '1045201']"
1794252,"['1427788', '1419736', '1863930', '1012561', '1008145', '1069685', '1035326', '1370274', '1392604', '1022238']"
1796039,"['1011754', '1192090', '3860856', '1066165', '1036274', '3667783', '1264579', '3066477', '1030200', '1033997']"
1799318,"['1015403', '1214898', '1077497', '1033825', '1008357', '1031741', '1005918', '1002299', '1882933', '2250587']"
1799854,"['1028409', '1013416', '1003284', '1436713', '1071241', '1818347', '1005918', '1084336', '1040771', '1068920']"
1801692,"['1020670', '1082154', '1020459', '1011754', '1032581', '1061977', '1070851', '1080309', '1074841', '1089243']"
1802887,"['1008732', '1049354', '3644791', '3344676', '1941301', '3326892', '1316648', '1046265', '1048007', '1440089']"
1803449,"['1014578', '2033081', '1818347', '1078554', '1035146', '1054685', '1049688', '1035477', '1051440', '1786670']"
1803919,"['1427788', '1085860', '1361264', '1013001', '1370274', '1058759', '1019568', '1346815', '1201821', '1329941']"
1804172,"['1388169', '2159042', '1186392', '1059419', '1873281', '2118032', '1467333', '2032117', '5385852', '1898609']"
1805201,"['1007305', '1017841', '1029159', '1083428', '1024197', '1047851', '1082518', '1141406', '1026425', '1059419']"
1806734,"['1862115', '1823349', '1068920', '1424741', '1045247', '1227838', '1456597', '1400705', '2042966', '1453210']"
1809007,"['1770782', '1008145', '3246230', '1009393', '2061644', '1949338', '1084336', '1039487', '3013903', '1465324']"
1809547,"['3369600', '1020670', '1812895', '3616310', '1432596', '1400705', '1863930', '2326403', '1046492', '1010464']"
1810148,"['1020670', '3010133', '1073708', '1926700', '1917972', '1046265', '1017841', '1024197', '1220219', '1017143']"
1811834,"['1005279', '1400705', '1066462', '1006004', '2340100', '1398395', '1049219', '1088065', '1058234', '3010130']"
1812106,"['1007305', '1433659', '4714734', '1440468', '1013225', '1030052', '1937357', '3326892', '1400705', '1006073']"
1815933,"['1322328', '1015403', '2295324', '3879301', '1046385', '1322158', '1082173', '1794844', '1063245', '1007334']"
1817618,"['1030052', '3879301', '1082154', '3073494', '1794620', '2295163', '1031741', '2339950', '1007305', '1085860']"
1823588,"['1041007', '2160226', '1028404', '1028270', '1914078', '1026317', '1205372', '1045818', '1474688', '1013416']"
1823787,"['1083428', '1023045', '1012611', '1082334', '1085021', '1025753', '1085799', '1032581', '1083474', '1461903']"
1824319,"['1049688', '1400705', '1002299', '1009393', '1068920', '1119522', '1017143', '1031575', '1040104', '1358873']"
1828185,"['1023048', '1018577', '1014578', '1069685', '1009257', '1457306', '1044547', '1039752', '3369600', '1529893']"
1829803,"['3616310', '1028404', '1921479', '1401840', '1074841', '2243213', '1083477', '1033190', '1061118', '1045818']"
1832549,"['1049354', '1859140', '2034893', '1141406', '2053249', '1017143', '1029111', '1019338', '1003284', '1045201']"
1835553,"['1986590', '1228110', '2143732', '1898609', '1046265', '1056868', '1082518', '1316648', '3326892', '1026317']"
1836788,"['1228110', '1391191', '3006581', '1045926', '1805514', '2061644', '1086249', '1046265', '1255625', '3646172']"
1838435,"['1023048', '1020241', '1818347', '1008145', '1312333', '1075495', '1030052', '2243692', '1046265', '1006113']"
1838877,"['1011754', '1090043', '2082194', '1043008', '1382846', '1186350', '1061118', '1083428', '1012203', '1059419']"
1843712,"['1036274', '1043579', '1045247', '1026674', '1066165', '1071241', '1003000', '1082154', '1401425', '2180619']"
1844187,"['3259440', '3335362', '1082406', '1456524', '1892491', '1401425', '3713327', '1914572', '1009393', '3644791']"
1846392,"['2209098', '1032645', '2240482', '1023045', '1775691', '1052380', '1859140', '1017143', '1143694', '1019568']"
1848424,"['1057244', '1024854', '1082387', '1008145', '1007305', '1056315', '5363767', '1040771', '1418686', '1047138']"
1849631,"['1424694', '1257365', '1394433', '2063819', '1059406', '1026686', '1049190', '1006073', '1017143', '1948901']"
1849697,"['3646172', '1063245', '1005279', '3009033', '1212893', '1003000', '4074636', '1401841', '2584971', '1916726']"
1849965,"['1072438', '1020128', '1023045', '1015403', '2250587', '3239824', '2209098', '5275059', '1063190', '1613372']"
1854440,"['3642673', '1082578', '1283273', '1060117', '1046265', '1035362', '1082518', '1020241', '1054889', '1016300']"
1855122,"['1006197', '3311009', '1061977', '1045818', '2131415', '1058234', '1401425', '1203251', '1084973', '1767945']"
1856317,"['3392046', '4238362', '2070012', '1257365', '3326892', '3211779', '1059406', '3608235', '3246904', '2214344']"
1858328,"['1041007', '1873231', '2143732', '1426971', '2284090', '1045818', '1040771', '1361264', '1040104', '2042063']"
1861203,"['1080370', '1057244', '1829226', '1770782', '1059419', '1361264', '1022492', '1079440', '1088743', '1065239']"
1861690,"['1011754', '1028409', '1209899', '1867642', '2171321', '1047138', '1059336', '1461903', '1040211', '1012747']"
1861840,"['2008284', '1012489', '1007305', '1047719', '2256039', '1001193', '1029553', '1044547', '1013380', '1046265']"
1862272,"['1041007', '1007305', '1009257', '1440589', '1767388', '2250587', '1043008', '1204889', '1937357', '1392604']"
1865210,"['2243213', '1071241', '1089512', '1009257', '3066477', '3073494', '1090043', '1026317', '1346815', '2034893']"
1865551,"['1807516', '1085860', '1080309', '1394364', '1046492', '3259440', '1023048', '1016806', '1045466', '1052380']"
1865981,"['1457306', '1013001', '1026686', '2042966', '1331571', '1049190', '1914572', '1065970', '1063245', '1080812']"
1867263,"['2035179', '1102403', '1051363', '1020670', '1017839', '1047851', '1417905', '1000517', '1204889', '1277981']"
1868783,"['1003000', '1068920', '1049354', '1066165', '1043008', '1449348', '1063245', '1331571', '2053249', '1255288']"
1869194,"['1424694', '2130986', '1021847', '2584971', '1346815', '2996596', '3124525', '1026425', '1369777', '4714734']"
1869781,"['1009257', '1020459', '1090043', '1043008', '1212893', '3053207', '3394338', '1084973', '1180102', '1048537']"
1870447,"['1101607', '2282081', '1902628', '3392046', '3162513', '1919201', '1025176', '1780565', '1056315', '1903968']"
1871731,"['1021847', '1028409', '1060068', '1963310', '3316422', '1868896', '1010464', '2150240', '1529893', '1012242']"
1873494,"['1011754', '1043579', '1291809', '1071241', '1882933', '1207819', '1060068', '1064682', '1009160', '1036490']"
1875458,"['1007914', '4011440', '2131415', '1039487', '2067299', '1026686', '1056733', '1770782', '1030200', '1045818']"
1877741,"['1023045', '1020128', '1065970', '1312333', '1029159', '1023500', '1884249', '4124727', '4159088', '1016523']"
1878099,"['1044547', '1186392', '1049522', '2053249', '1092149', '1084336', '1449351', '1070851', '1703544', '1073708']"
1879819,"['4238362', '1440972', '1023045', '2136484', '1017143', '2034893', '1047138', '1018153', '1046265', '1878708']"
1883874,"['3316422', '1084336', '2008972', '2070012', '2209098', '4238754', '1006073', '4886245', '3537590', '2382705']"
1885232,"['1041482', '1915337', '1075492', '1916726', '1937939', '1049688', '1261153', '1020459', '1068308', '1132956']"
1885279,"['1089523', '1082387', '1431779', '1089512', '1457306', '1082150', '1041007', '3162527', '1001896', '3908032']"
1885452,"['1015403', '1049354', '1010464', '1453210', '1059937', '1358873', '1016063', '1823349', '1346815', '1312333']"
1885759,"['1003000', '2567698', '1401425', '1059406', '1070685', '1358873', '1400705', '1382838', '1029111', '1141406']"
1888200,"['1292416', '1330096', '3187737', '2035179', '1461903', '1863930', '3006581', '1794844', '1424741', '1023045']"
1889154,"['1400705', '1949925', '1021847', '1440589', '1322158', '1090043', '1312333', '1006197', '1322320', '1056733']"
1889557,"['3646172', '3860856', '1433659', '1346815', '3009033', '2280027', '1205372', '3394338', '1878708', '4074636']"
1889736,"['1056461', '2008284', '1007305', '1823349', '2062200', '2036345', '1082518', '1090043', '1981355', '1221515']"
1889797,"['1331571', '2143732', '1467333', '1068920', '2339950', '1069685', '1439216', '1013380', '1203251', '1026425']"
1893189,"['3646172', '1916726', '1427788', '3181927', '1005521', '1059419', '1058234', '1015584', '3140801', '4886245']"
1895294,"['1034067', '1027191', '4886245', '1396339', '1054685', '1089243', '1337297', '1008145', '1033825', '1025723']"
1895543,"['3211779', '3344676', '1044547', '1001885', '1963786', '1056315', '3274851', '1316648', '1418686', '1025723']"
1896147,"['1023045', '3246904', '1033190', '3662594', '2160292', '1023709', '1059406', '3151990', '4010969', '1025336']"
1896396,"['1424694', '1041007', '2160226', '1009257', '1581547', '1364773', '1067907', '1481362', '1767388', '1002898']"
1897919,"['1082154', '1758767', '2008284', '1026686', '1023045', '2295324', '2250587', '1460313', '1069848', '1780565']"
1898560,"['1882933', '1020959', '1049190', '1088581', '1020459', '1032581', '1018577', '1948901', '1440089', '1316622']"
1900220,"['1780565', '2980812', '4173403', '3191044', '1401425', '2250587', '2032666', '1258498', '1058234', '3014576']"
1902672,"['1007772', '1270508', '1009931', '1069059', '1002898', '5385852', '1007305', '1071794', '1027247', '4742918']"
1902873,"['1041007', '2131415', '1044547', '1039487', '1040104', '1914083', '1331571', '3268399', '1262986', '1012802']"
1903624,"['1770782', '1041007', '1041616', '1058234', '1312333', '1068920', '2250587', '1465324', '1458164', '2382705']"
1904648,"['1394364', '1011882', '1075495', '1022060', '1084336', '1009257', '1058759', '1292416', '3066477', '1050339']"
1905111,"['1007305', '1006073', '1068920', '1336968', '1343089', '1030052', '1046209', '1138986', '2070012', '2008972']"
1905845,"['1389960', '1015584', '1084336', '1018136', '1061118', '1031575', '1082154', '1481362', '1075495', '1066462']"
1906915,"['1008145', '1382836', '1082398', '1152701', '1391191', '1067907', '1228110', '1255598', '1016486', '1090043']"
1907404,"['1009257', '2131415', '1457306', '1418297', '2256039', '1963310', '1770782', '1915536', '1214898', '1948502']"
1907423,"['2295324', '1015403', '1035146', '1027247', '1770782', '1212893', '1440972', '4113090', '1058234', '1775691']"
1907621,"['1025753', '1059937', '3010133', '1916726', '2123957', '4238754', '1031575', '1291760', '1044663', '1767945']"
1907842,"['1020670', '1049354', '1002299', '2154960', '1045818', '1030052', '1465324', '1082578', '1398395', '1012747']"
1910134,"['1032645', '1780565', '1014578', '1457306', '1071794', '1002299', '1092335', '1046265', '1427788', '1071241']"
1912248,"['1878708', '1432422', '1082154', '1228110', '1358873', '1009459', '1056295', '1007334', '1029791', '1336968']"
1913265,"['1060774', '1069685', '1085860', '1388169', '1337297', '1292416', '1767388', '1228110', '1059336', '1017563']"
1925619,"['1312333', '1017143', '1346815', '1058234', '3547099', '2034893', '1422833', '3246230', '1059406', '3610550']"
1928077,"['1227838', '2150240', '1040211', '1827374', '3887826', '2297706', '3667783', '1066462', '1440589', '1058234']"
1930235,"['1853785', '1028409', '1767388', '1026317', '1432596', '1139726', '1021615', '1336968', '3274851', '1337297']"
1931716,"['1028693', '1040211', '1012489', '1025753', '1457306', '2003526', '2131415', '1063245', '1863930', '1092149']"
1933139,"['1440589', '2063819', '1080370', '1382846', '1028780', '1457306', '1032645', '1312333', '1228110', '1061563']"
1934011,"['2067299', '3014576', '1848256', '1431779', '2250587', '1868896', '3103080', '3887826', '1006881', '1819974']"
1934042,"['1041007', '1071241', '2063819', '1085470', '1046265', '1431779', '1331571', '1432596', '1069628', '1214898']"
1938457,"['1041007', '1781120', '1030052', '1975797', '1021847', '1063245', '2209098', '3610550', '2339950', '1009257']"
1939857,"['3259440', '3187737', '3140801', '1000323', '1009257', '1848256', '1046265', '1863930', '1079509', '3162527']"
1941470,"['1770782', '1015699', '1059419', '1043008', '1203426', '1400705', '1060774', '1052203', '1035477', '1005521']"
1943109,"['2243213', '1049354', '1892491', '1449348', '1056733', '1029553', '1030052', '2297786', '1075492', '1052380']"
1944216,"['2053249', '1057244', '1082154', '1052360', '1068920', '1067907', '2243692', '1049219', '1082162', '2133556']"
1944740,"['2361768', '1316648', '1863930', '1396339', '2243692', '1892491', '3073494', '1455933', '2180619', '1046172']"
1945344,"['3259440', '1481371', '1432596', '1049688', '1337297', '1228110', '1082154', '1036067', '1007914', '1040771']"
1947055,"['1424694', '1485495', '2250587', '1433640', '1781120', '1025753', '1212893', '1793132', '4010969', '1068308']"
1947766,"['1068920', '3813669', '3608235', '2250587', '1088743', '1008145', '1455933', '4112874', '1079252', '1035477']"
1949568,"['1064275', '1417905', '3014576', '1926103', '1085860', '1070851', '1082334', '2271582', '1047851', '1082154']"
1951536,"['2567698', '1089517', '1006560', '1043008', '1040211', '1085860', '1083477', '1022060', '1012611', '1203244']"
1952009,"['3162527', '1058759', '3211779', '1963786', '1389960', '3000997', '1422833', '1812618', '1082154', '1581547']"
1954173,"['1770782', '1214898', '2996596', '1914572', '1255625', '1059112', '1082334', '1056868', '1041007', '1456597']"
1955237,"['1029553', '1084336', '1041007', '1082577', '1485225', '1083375', '1027247', '1082150', '1021597', '1767945']"
1955898,"['1012242', '2243213', '1025753', '2154960', '2062200', '1261153', '1013380', '1018577', '1028780', '1465324']"
1958538,"['1015403', '1089512', '1006197', '1201821', '1200840', '1089243', '1043008', '1014561', '1417905', '1075492']"
1959396,"['3344676', '1008145', '1010464', '1059336', '1986590', '1143694', '1023045', '1062134', '4010196', '1021273']"
1963458,"['2271582', '1028409', '1013001', '1192090', '1882933', '2336093', '1419882', '2280027', '2180619', '1255625']"
1966717,"['1023045', '3615061', '1417905', '1257365', '3274851', '1012637', '1459623', '1031741', '1329941', '1186350']"
1968652,"['2256039', '1061977', '1882933', '1432596', '1082406', '1132956', '1321018', '1030052', '1019431', '1041007']"
1969786,"['1083428', '4011670', '1034282', '1056295', '1419841', '2250587', '1465324', '1069885', '2214344', '1856285']"
1971717,"['1394364', '1009257', '1258490', '1041007', '1812895', '1192090', '1432596', '1060774', '5363767', '1021273']"
1972115,"['1015403', '4742918', '1007305', '2256039', '1963310', '1041616', '1949925', '1203251', '1032581', '3091349']"
1975427,"['3344676', '2257188', '1467333', '1039487', '1059336', '2129427', '1329941', '1046265', '1046385', '1059419']"
1975527,"['2360269', '1075492', '1041482', '2035179', '1045466', '1481371', '1132956', '3211779', '1212894', '1041007']"
1979907,"['2008284', '1014578', '1291809', '1015767', '1367964', '1452610', '1036490', '1418297', '1066462', '1851385']"
1980708,"['3369600', '3211779', '1056868', '2257188', '2032117', '1011882', '3616310', '1963310', '1025176', '1781120']"
1981262,"['1389960', '1013225', '2022979', '1029159', '1440992', '1401840', '1008145', '1052828', '1017143', '1959786']"
1981501,"['1041007', '1061118', '1028404', '1045247', '1009257', '2295163', '1030052', '1090043', '1033825', '1205372']"
1982872,"['1794620', '2996596', '1457306', '2297697', '2360269', '4714734', '2250587', '2298149', '1781300', '1069885']"
1983985,"['2361768', '4010969', '1009257', '4872671', '1009393', '1008357', '1036684', '1031575', '4011440', '2154960']"
1984445,"['1424694', '1041007', '1770782', '1071241', '1021193', '1818347', '1228110', '1036684', '1481371', '1432596']"
1984546,"['1015403', '2160226', '1986590', '1401841', '1035146', '1012203', '1030052', '1074841', '3246230', '1090043']"
